date,,平均,平均,合計,最大,,avg,max,min,平均,最小,平均,最大風速,,最大瞬間風速,,(h),降雪,最深積雪,昼,夜,place
2023/6/1,1,993.8,1011.7,0,0,0,18.8,27.3,9.1,55,28,1.5,3.9,南西,7.5,南,12.3,--,--,晴,曇後時々雨,yamagata
2023/6/2,2,983.6,1001.4,21.5,5,2,18.2,20.4,16.6,88,64,1.4,5.1,南,9.2,南南西,0,--,--,雨,曇時々雨,yamagata
2023/6/3,3,982.6,1000.3,0,0,0,19.2,22.2,15.9,59,45,3.4,5.8,西北西,10.4,南南西,2.7,--,--,曇後時々雨一時晴,晴一時曇,yamagata
2023/6/4,4,988.6,1006.2,--,--,--,20.3,25.1,15.8,50,32,4.1,7.9,西南西,16.7,南西,10.4,--,--,晴時々曇,晴一時曇,yamagata
2023/6/5,5,990.8,1008.5,--,--,--,21.4,26.7,15.9,48,27,2.9,5.2,西南西,9.9,南西,10,--,--,晴一時曇,晴,yamagata
2023/6/6,6,990.1,1007.7,--,--,--,21.8,30,12.8,57,26,1.7,4.8,東南東,7.9,東南東,10.8,--,--,晴時々曇,曇後時々雨,yamagata
2023/6/7,7,991.2,1008.9,1,1,1,21.2,27.8,17.1,70,43,1.6,3.6,北,6.7,北北東,7.7,--,--,晴時々曇,晴時々曇,yamagata
2023/6/8,8,994.1,1011.8,0,0,0,21.4,27.3,14.9,68,46,1.8,5.6,南南西,10.3,南西,6.5,--,--,曇時々晴,雨時々曇,yamagata
2023/6/9,9,989.4,1007.2,14,4.5,1,19,22.8,16.1,82,59,1.8,5.6,東,11.4,東北東,0,--,--,雨時々曇,曇一時雨,yamagata
2023/6/10,10,993.5,1011.2,--,--,--,22.3,29,16.9,74,46,1.6,3.9,南南西,6.4,南南西,5.3,--,--,曇時々晴,曇,yamagata
2023/6/11,11,994.9,1012.7,2,0.5,0.5,20.5,23.2,18.9,87,74,1.2,3,東南東,5.4,東南東,0,--,--,雨時々曇,曇時々雨,yamagata
2023/6/12,12,990.9,1008.5,1,1,0.5,21.5,25.3,18,82,66,1.2,3,東南東,4.9,南東,0.7,--,--,曇,曇後時々雨,yamagata
2023/6/13,13,987.2,1004.7,11,4,1.5,22.1,26.7,19.4,86,62,1.2,3.5,西北西,5.8,北,2.8,--,--,曇時々雨、雷を伴う,曇後一時雨,yamagata
2023/6/14,14,989.6,1007.2,1.5,0.5,0.5,22,26,19.2,82,61,1.6,3.3,南東,5.2,東,0.8,--,--,曇時々雨,雨,yamagata
2023/6/15,15,990.2,1007.9,5,2,1,20.3,22.3,18.9,89,75,1.1,2.9,南東,4,南東,0,--,--,曇時々雨,雨時々曇,yamagata
2023/6/16,16,990.8,1008.6,49,8.5,2.5,19.6,22,17.8,87,59,1.3,3.6,西北西,7.4,西北西,0.2,--,--,雨後一時曇,曇一時雨,yamagata
2023/6/17,17,993.7,1011.3,--,--,--,23.7,30.5,17.3,62,38,3,6.2,南,10.3,南南東,12.6,--,--,晴,晴,yamagata
2023/6/18,18,989.1,1006.6,0,0,0,24,31.5,17,64,37,2.5,5.5,北北東,9.4,南南西,9.5,--,--,晴後曇一時雨、雷を伴う,曇後時々晴,yamagata
2023/6/19,19,988.6,1006.3,--,--,--,20.9,26.9,15.8,61,30,2.1,4.8,北東,8.3,北北東,12.2,--,--,晴,晴,yamagata
2023/6/20,20,993.4,1011.1,0,0,0,20.8,28.6,13.4,55,29,1.9,5.7,東南東,10.5,東南東,13.8,--,--,晴,曇時々晴,yamagata
2023/6/21,21,993.8,1011.6,--,--,--,21,28,15.3,58,37,2.8,6.9,東南東,12.9,東南東,4.7,--,--,曇時々晴,曇,yamagata
2023/6/22,22,991.3,1009.1,0,0,0,19.8,23.8,17.5,71,51,1.8,6,東南東,10.5,東南東,0,--,--,曇時々雨,曇時々雨,yamagata
2023/6/23,23,990.3,1008,1.5,1.5,0.5,21,26.2,17.5,79,62,1.4,3.2,北,6.4,北,1.5,--,--,曇後時々雨,雨時々曇後晴,yamagata
2023/6/24,24,995.6,1013.3,0,0,0,22.6,28.1,17.8,74,53,2,4.5,南南西,7.9,南南西,6.4,--,--,曇時々雨,晴時々曇,yamagata
2023/6/25,25,997.6,1015.3,--,--,--,23.3,29,18.6,71,49,2,4.1,北,7.3,北北西,10.6,--,--,晴時々曇,晴,yamagata
2023/6/26,26,996.8,1014.4,--,--,--,24,31.4,17.5,69,40,2.2,6.3,東南東,10.2,南東,10.5,--,--,晴後時々曇,曇時々晴,yamagata
2023/6/27,27,995.9,1013.5,3,2.5,1.5,23.9,30.3,19.1,79,52,1.6,4.7,南南西,7.7,南南西,5.4,--,--,晴後曇時々雨,雨時々曇一時晴、雷を伴う,yamagata
2023/6/28,28,992.8,1010.3,46.5,12,4.5,23.9,29.8,21,88,62,2,6,南南西,10.3,南南西,2.9,--,--,雨時々曇、雷を伴う,雨時々曇一時晴、雷を伴う,yamagata
2023/6/29,29,988.5,1005.8,2.5,5.5,1.5,25.5,31.5,20.7,70,45,2.5,5.4,西南西,9.8,西南西,9,--,--,雨時々曇後晴,曇一時晴後一時雨,yamagata
2023/6/30,30,985.9,1003.3,9.5,3,2.5,23.7,26.5,20.9,86,72,1.9,5.5,南,9.1,南西,0.1,--,--,雨時々曇,曇時々雨,yamagata
2023/7/1,1,986.8,1004.2,2.5,2,1,23.2,26.3,21.1,84,70,1.2,2.6,南西,4.8,南南西,0.1,--,--,曇時々雨,曇後時々雨,yamagata
2023/7/2,2,990.4,1007.9,0,0,0,24.7,29.7,20.4,72,53,1.8,4.2,北,7.3,北北西,9.8,--,--,晴一時曇,曇時々晴,yamagata
2023/7/3,3,989.8,1007.2,--,--,--,24.3,29,19.8,68,48,2.4,4.9,南西,9.2,南南西,5,--,--,曇後時々晴,晴後一時曇,yamagata
2023/7/4,4,988.1,1005.6,--,--,--,23.8,29.7,18.9,70,41,1.7,4,東南東,7.3,東北東,10.6,--,--,晴一時曇,晴,yamagata
2023/7/5,5,985.6,1003,1,1,0.5,23.2,29.3,18.7,78,53,1.6,4.7,南東,7.4,東南東,6.2,--,--,晴後曇一時雨,雨時々曇,yamagata
2023/7/6,6,985.7,1003,0.5,0.5,0.5,26,32.5,20.7,67,40,2.1,4.6,南西,9.8,南西,8.2,--,--,晴一時雨後曇,曇時々晴,yamagata
2023/7/7,7,990.9,1008.2,--,--,--,26.7,35,20.8,65,29,1.4,3.1,南南東,5.6,北,5.2,--,--,曇時々晴,曇後一時雨,yamagata
2023/7/8,8,990,1007.7,75,20.5,4.5,20.8,25.8,18.5,92,60,1.1,2.9,南東,4.8,南東,0,--,--,大雨,曇時々雨,yamagata
2023/7/9,9,988.2,1005.6,1,0.5,0.5,24.2,30.6,19.7,88,65,1.5,5.1,南,9.7,南南西,2.9,--,--,雨一時晴後曇,曇後一時雨,yamagata
2023/7/10,10,989.1,1006.4,3.5,1.5,1,26.4,32.7,22,81,55,2.4,6.3,南,11.1,南,3.6,--,--,曇一時晴後雨,雨後曇時々晴,yamagata
2023/7/11,11,990.1,1007.4,0.5,0.5,0.5,27.6,31.7,23.2,71,55,2.8,5.2,南西,10.2,南西,4.6,--,--,曇時々雨一時晴,曇時々雨,yamagata
2023/7/12,12,987.7,1005,6,4.5,3,26.3,31.5,22.3,72,51,3.2,6.3,南南西,14.2,西南西,3,--,--,曇時々雨一時晴,曇時々雨、雷を伴う,yamagata
2023/7/13,13,988.7,1006,3.5,4,2.5,25.6,31.5,20.9,67,37,2.2,5.6,南西,10,南南西,9,--,--,晴時々曇,曇時々晴,yamagata
2023/7/14,14,991.5,1009.1,4,2.5,1,22,25.5,18.1,84,63,1,2.1,北,3.8,北,2.6,--,--,曇一時晴後雨,雨時々曇,yamagata
2023/7/15,15,989.3,1006.8,23,5.5,1.5,24.5,27.8,21.7,85,70,2.5,4.6,南,8.6,南,0,--,--,雨,雨時々曇,yamagata
2023/7/16,16,992.2,1009.4,0,0,0,28.5,33.4,23.9,72,53,3,5.3,南西,11.3,南西,2.9,--,--,曇時々雨,曇時々晴一時雨,yamagata
2023/7/17,17,995.9,1013.1,--,--,--,28.7,35.1,22.9,71,45,2.2,5.2,南西,9.2,南南西,10.6,--,--,晴時々曇,晴後一時曇,yamagata
2023/7/18,18,995,1012.4,4,3,1.5,25.9,30.2,22.4,82,59,1.9,5.1,南西,8,西南西,0.1,--,--,曇時々雨,曇時々雨,yamagata
2023/7/19,19,988.8,1006.3,32,11.5,4.5,22.9,25.6,20.6,96,84,1.6,4.7,北,8.7,北,0,--,--,雨時々曇,雨時々曇一時晴,yamagata
2023/7/20,20,990.6,1008.1,0.5,0.5,0.5,23.7,29.2,20.2,82,58,2,5.5,東南東,8.9,南東,4.3,--,--,曇一時雨後晴,曇時々晴一時雨,yamagata
2023/7/21,21,997.2,1014.8,--,--,--,24.3,29.4,20.9,77,59,2.1,6.1,東南東,10,東南東,6.1,--,--,曇時々晴、雷を伴う,晴,yamagata
2023/7/22,22,1000,1017.5,--,--,--,25.6,32.1,20.1,74,53,2.1,6.1,東南東,10.7,東南東,9.9,--,--,晴後一時曇,晴一時曇後一時雨,yamagata
2023/7/23,23,997.9,1015.3,0,0,0,27.2,33.8,21.5,72,45,1.7,4.5,東南東,7,東南東,10.8,--,--,晴,曇,yamagata
2023/7/24,24,996.6,1013.9,--,--,--,28.1,33.7,22.8,73,50,1.4,2.8,西,4.4,西北西,8.2,--,--,曇時々晴,晴時々曇,yamagata
2023/7/25,25,997.7,1015,--,--,--,28.6,35.3,23.5,72,44,1.7,4.5,北東,8.7,北北東,8.4,--,--,晴後時々曇,晴,yamagata
2023/7/26,26,998.5,1015.8,--,--,--,28.6,34.6,23.2,71,49,1.6,3.6,北北東,6.9,北,10.7,--,--,晴時々曇,晴,yamagata
2023/7/27,27,997.6,1014.9,--,--,--,28.5,34.6,23.2,70,49,1.7,4.5,北北西,7.5,北,10.7,--,--,晴後一時曇,晴,yamagata
2023/7/28,28,997.9,1015.2,--,--,--,28.9,35.6,23,69,43,1.7,4.5,北,8.2,北北西,13,--,--,晴,晴,yamagata
2023/7/29,29,998.5,1015.8,--,--,--,29.5,36.7,23.3,67,36,1.7,4.7,北東,8.5,北北西,13.1,--,--,晴,晴,yamagata
2023/7/30,30,997.5,1014.8,0,0,0,29.4,35.5,24.1,70,47,1.8,4.4,北北東,8.1,北北東,8.3,--,--,晴後曇一時雨,晴時々曇,yamagata
2023/7/31,31,995.8,1013.1,--,--,--,29,35.4,24.1,66,40,2.1,5.1,南,9.6,南,6.3,--,--,,,yamagata
2023/1/1,1,1016.3,1023.3,0,0,0,6.8,11.7,2.2,68,47,3.5,7.5,西北西,12.9,北西,5.8,--,--,晴時々曇,晴時々曇,nagoya
2023/1/2,2,1015.2,1022.2,0,0,0,5.8,10.1,2.2,72,51,3.2,6.9,西北西,10.6,西北西,4.2,--,--,晴一時曇,晴,nagoya
2023/1/3,3,1014.3,1021.4,0,0,0,4.5,9.8,0.2,68,44,3.2,7.2,西北西,10.8,西,8.2,--,--,晴,曇時々雨一時晴,nagoya
2023/1/4,4,1014.7,1021.7,0,0,0,4.6,8.7,2.7,78,60,3.4,7.2,西北西,11.4,西北西,1.3,--,--,曇時々晴,曇後晴,nagoya
2023/1/5,5,1018.2,1025.2,0,0,0,4.5,9.3,0.8,71,40,3.1,6.6,北北西,10.6,北北西,7.5,--,--,晴,曇一時晴、みぞれを伴う,nagoya
2023/1/6,6,1014.5,1021.5,0,0,0,6,10.7,2.5,67,46,2.2,3.9,西北西,6.5,西,5.2,--,--,薄曇,晴時々曇,nagoya
2023/1/7,7,1007.5,1014.4,--,--,--,5.3,10.4,0.4,73,44,2,4.2,西北西,7.4,北西,5.2,--,--,晴時々薄曇,晴一時曇,nagoya
2023/1/8,8,1013.8,1020.8,--,--,--,6.6,12.3,1.4,72,48,2.8,6.4,西北西,10.4,西,8.6,--,--,晴,晴時々曇,nagoya
2023/1/9,9,1013.4,1020.3,1,1,1,7.7,12.6,2.6,69,46,1.7,5.8,北西,9.1,西北西,7.5,--,--,晴後一時曇,晴時々曇一時雨,nagoya
2023/1/10,10,1016,1023.1,0,1,0,5.3,8.8,1.8,59,39,5.6,9.5,北北西,15.7,北北西,8.9,--,--,晴,快晴,nagoya
2023/1/11,11,1018.7,1025.8,--,--,--,5,12.1,-0.4,54,24,2.3,5.6,西北西,8.6,西北西,9.7,--,--,晴,快晴,nagoya
2023/1/12,12,1018.7,1025.7,--,--,--,6.3,14.8,-0.7,57,32,1.7,3.3,北東,5.9,西,9.5,--,--,晴,快晴,nagoya
2023/1/13,13,1014.7,1021.7,6,2.5,1,7.8,13.5,2.6,65,36,1.5,4,北北西,5.5,北北西,5.2,--,--,薄曇一時晴,雨,nagoya
2023/1/14,14,1002.9,1009.7,14,2.5,0.5,10.7,12.7,8.6,98,92,2.1,4.1,北,5.7,西北西,0,--,--,雨後曇,曇時々晴,nagoya
2023/1/15,15,1002.9,1009.7,0,0,0,11,14.5,8.3,77,58,2.7,4.8,北,7.1,北北西,5.2,--,--,晴後曇一時雨,曇後一時雨,nagoya
2023/1/16,16,1005.1,1011.9,0,0,0,8.8,12.4,4.5,71,44,3.1,7.2,北,12.2,北,1.3,--,--,曇後一時晴,快晴,nagoya
2023/1/17,17,1014.7,1021.7,--,--,--,5.7,10.6,1.2,52,33,2.6,4.8,北,7.4,北北西,8,--,--,晴時々曇,曇時々晴,nagoya
2023/1/18,18,1012.1,1019,--,--,--,6.4,12.6,3.2,65,40,3.6,8.2,北北西,14.2,北北西,5.9,--,--,晴一時曇,快晴,nagoya
2023/1/19,19,1014.3,1021.3,--,--,--,5.9,12.1,1,69,43,2.3,5.3,北西,8.1,北北西,9.6,--,--,晴,快晴,nagoya
2023/1/20,20,1012.4,1019.4,0,0,0,5.9,12.6,0.6,67,33,3.4,8.5,西北西,13.6,北西,9,--,--,晴,曇時々雨後晴,nagoya
2023/1/21,21,1017.2,1024.3,--,--,--,4.2,8.7,1,49,30,4.7,8,北北西,13.6,北西,9.7,--,--,晴,快晴,nagoya
2023/1/22,22,1018.2,1025.3,--,--,--,4.5,9.9,-0.9,56,40,2.8,5.7,西北西,8.8,西北西,8.5,--,--,晴時々薄曇,曇後一時雨,nagoya
2023/1/23,23,1011.3,1018.2,0,0,0,6,8.5,4.1,71,58,2,4,北北西,5.8,北西,0.4,--,--,曇一時雨,薄曇,nagoya
2023/1/24,24,998.7,1005.6,1.5,1,1,3.6,10,-3,70,48,4.8,11.9,北,20.9,西,2.8,--,0,曇一時みぞれ,曇時々晴一時雪,nagoya
2023/1/25,25,1012.2,1019.4,0,0,0,-1.1,2.7,-3.8,60,43,4,8.6,北北西,14.1,北北西,5.6,--,0,晴時々曇一時雪,晴一時曇,nagoya
2023/1/26,26,1014.6,1021.7,--,--,--,1.5,6.7,-3.4,58,46,2.4,6.4,西北西,9.9,西北西,6.2,--,--,晴後時々薄曇,曇,nagoya
2023/1/27,27,1003,1010.1,2.5,1,0.5,1.6,3.1,0.3,89,64,1.4,4.7,北西,7.3,北北西,0,--,--,雪時々曇一時雨,晴時々曇一時雨,nagoya
2023/1/28,28,1004.7,1011.7,0,0,0,1.7,6.4,-1.9,68,45,3.2,5.9,西北西,10.4,西北西,7.2,--,--,晴後一時曇,晴時々曇一時雪,nagoya
2023/1/29,29,1009.2,1016.2,0,0,0,3,8.2,-0.2,66,43,2.3,6.2,北北西,10.3,北北西,6.1,--,--,晴時々曇一時雪,晴,nagoya
2023/1/30,30,1009.2,1016.2,0,0,0,2.6,8.6,-1,69,50,3.2,6.9,西北西,11.1,西北西,4.8,--,--,晴時々曇一時雨,快晴,nagoya
2023/1/31,31,1013.3,1020.3,--,--,--,2.4,7.9,-1.9,62,35,2.7,5.9,西北西,9.3,西北西,9.8,--,--,快晴,快晴,nagoya
2023/2/1,1,1010.1,1017.1,0,0,0,3.3,8.5,-1.9,71,49,1.6,4,北,6.1,北,3.4,--,--,曇一時雨,曇一時雨後時々晴,nagoya
2023/2/2,2,1012.6,1019.6,0,0,0,5.1,8.6,3.1,51,31,5.1,8.6,北,14.1,北北西,8.6,--,--,薄曇,薄曇,nagoya
2023/2/3,3,1011.8,1018.8,--,--,--,4.7,9,1.3,50,33,2.9,5.4,北,8.3,北,2.2,--,--,薄曇,晴,nagoya
2023/2/4,4,1012.1,1019.1,0,0,0,5.4,11.9,-0.4,66,39,2.3,5.9,西北西,9.5,北西,7.3,--,--,晴,晴一時曇,nagoya
2023/2/5,5,1015.7,1022.7,0,0,0,6.4,12.4,1.7,64,35,2.5,5.2,西北西,7.7,西北西,10.2,--,--,晴,快晴,nagoya
2023/2/6,6,1014.6,1021.5,--,--,--,7,13.4,0.7,59,33,2.5,5.8,南南西,8,南西,8.2,--,--,晴後薄曇,曇,nagoya
2023/2/7,7,1010.6,1017.5,--,--,--,10.3,15.5,5.8,51,28,1.9,3.6,南,5.6,北北西,3.3,--,--,曇一時晴,曇後晴,nagoya
2023/2/8,8,1011.3,1018.2,--,--,--,9,14.6,5.5,54,36,4.7,8.9,北西,14.8,北西,8.7,--,--,晴,快晴,nagoya
2023/2/9,9,1019.5,1026.5,--,--,--,6.4,11.4,3.2,40,25,4.2,7.6,北北西,12.3,北北西,10.3,--,--,晴,晴後曇,nagoya
2023/2/10,10,1011.3,1018.2,29,4,1.5,5.2,7.2,3,85,44,2.5,4.4,北北西,7.1,北北西,0,--,--,雨,雨時々曇後晴,nagoya
2023/2/11,11,1012,1018.9,--,--,--,9.7,15.5,4.4,60,35,3,5.4,北北西,8.7,北北西,8.9,--,--,晴後薄曇,曇後時々雨,nagoya
2023/2/12,12,1014.6,1021.4,0,0,0,12.1,17,8.8,70,54,1.3,3,北西,5,西北西,3.9,--,--,曇,曇後雨,nagoya
2023/2/13,13,1002.1,1008.9,4.5,1.5,0.5,10,11.7,6.7,83,59,3.5,8.8,北西,14.5,北西,0,--,--,雨後曇,晴時々曇,nagoya
2023/2/14,14,1006.4,1013.4,--,--,--,5.3,9.9,2.1,48,32,6.8,11,北西,18.3,北西,9.6,--,--,晴,晴,nagoya
2023/2/15,15,1015.5,1022.6,--,--,--,2.6,7.4,-0.1,48,32,5.9,9.4,北西,14.5,北西,9.1,--,--,晴一時曇,快晴,nagoya
2023/2/16,16,1021.6,1028.7,--,--,--,3.4,9.7,-1.4,51,33,3.8,6.6,西北西,9.4,北西,10.5,--,--,快晴,快晴,nagoya
2023/2/17,17,1021.1,1028.1,--,--,--,5.3,12.1,-1.4,59,38,2.5,6.5,北西,10.3,北西,10.1,--,--,晴一時薄曇,晴時々曇,nagoya
2023/2/18,18,1017.2,1024.2,1.5,0.5,0.5,7.5,11.7,3.8,73,45,1.8,3.1,北西,4.7,北東,1.1,--,--,曇後雨,雨,nagoya
2023/2/19,19,1004.4,1011.3,4,1.5,0.5,9.3,12.7,7.5,89,62,2.3,7,北北西,12.6,北北西,0,--,--,雨時々曇,曇,nagoya
2023/2/20,20,1008.4,1015.4,0,0,0,7.2,12.2,3,66,42,5,9.8,西北西,15.7,北西,7.3,--,--,晴時々曇,晴,nagoya
2023/2/21,21,1018.5,1025.6,--,--,--,3.4,8.4,0.5,52,32,5.8,10.8,北西,17.3,北西,10.5,--,--,晴,快晴,nagoya
2023/2/22,22,1022.6,1029.7,--,--,--,4.8,10.5,-0.6,48,25,2.5,4.9,北北西,8.1,北,10.7,--,--,晴,曇一時晴,nagoya
2023/2/23,23,1015.9,1022.9,0,0,0,6.3,11.5,3.7,69,55,2.3,4.9,北,7.5,北北西,4.5,--,--,雨時々曇後晴,晴後曇,nagoya
2023/2/24,24,1012.1,1019.1,5,2,0.5,5.9,8.6,4.3,87,65,1.6,3,西北西,4.3,北北西,0,--,--,雨時々曇,晴,nagoya
2023/2/25,25,1015.8,1022.8,--,--,--,6,10.6,1.9,48,26,6.7,11.6,北北西,18,北北西,10.7,--,--,快晴,快晴,nagoya
2023/2/26,26,1022.6,1029.7,--,--,--,4.6,10.2,0.4,51,30,5.1,10.2,北西,16.7,北北西,10.5,--,--,晴,快晴,nagoya
2023/2/27,27,1025.7,1032.7,--,--,--,7.4,14.6,1.3,46,20,2.3,4.6,北北西,7.7,北,10.9,--,--,快晴,快晴,nagoya
2023/2/28,28,1022.4,1029.4,--,--,--,9.6,17.9,1.8,55,25,1.8,4.5,南南西,6.7,南西,10.9,--,--,快晴,晴後時々薄曇,nagoya
2023/3/1,1,1014.5,1021.4,--,--,--,11.4,18,4.9,63,38,1.9,5.3,南,8.3,南,6.6,--,--,晴後薄曇,曇時々雨,nagoya
2023/3/2,2,1009.6,1016.5,1,1,0.5,8.6,12.8,4.5,64,34,5.8,10.9,北西,17.6,北西,8.3,--,--,晴一時曇,晴,nagoya
2023/3/3,3,1018.4,1025.4,--,--,--,7.4,13.2,2.5,47,26,3,5.6,北北西,8.1,北,10.9,--,--,快晴,晴後薄曇,nagoya
2023/3/4,4,1018.6,1025.5,--,--,--,8.9,15.5,2.9,55,38,3.4,7.3,西北西,11.6,北西,6.5,--,--,薄曇,薄曇後一時晴,nagoya
2023/3/5,5,1018.4,1025.3,0,0,0,8.9,13.7,5.4,57,40,2.2,4,北北西,5.8,北北西,0.5,--,--,曇,快晴,nagoya
2023/3/6,6,1015.8,1022.7,--,--,--,10.4,18,3.4,49,14,2.3,6.2,西北西,10.7,西北西,11,--,--,快晴,快晴,nagoya
2023/3/7,7,1015.7,1022.5,--,--,--,11.6,20.2,3.8,39,16,2.3,4.9,北西,8.4,西北西,10.8,--,--,快晴,快晴,nagoya
2023/3/8,8,1016,1022.8,--,--,--,13,21.5,5.4,47,20,1.6,4.6,南南西,6.2,南南西,10.1,--,--,晴,晴一時薄曇,nagoya
2023/3/9,9,1013.6,1020.3,0,0,0,14.8,22.1,7.9,64,28,2.7,6.3,南南東,10.6,南南東,8.1,--,--,晴後薄曇,曇一時雨,nagoya
2023/3/10,10,1013.1,1019.8,0,0,0,16.4,22.6,12.2,61,27,3.6,6.6,西北西,10.7,北北西,8.6,--,--,晴,快晴,nagoya
2023/3/11,11,1018,1024.7,--,--,--,14.8,22.5,8.1,49,18,2.1,4.6,南南西,8.1,南南東,10.4,--,--,快晴,晴後一時曇,nagoya
2023/3/12,12,1016.1,1022.9,0,0,0,15.3,20.9,11.3,67,51,2.9,6,南東,10.6,南南東,2.1,--,--,曇後時々雨,曇時々雨,nagoya
2023/3/13,13,1009.8,1016.6,15.5,6.5,3.5,10.4,15.5,5.8,67,47,5.5,8.9,北,14,北北西,1.7,--,--,曇一時雨,晴一時薄曇,nagoya
2023/3/14,14,1014.8,1021.7,--,--,--,10.5,17.3,5,42,17,3.4,7.2,北西,12,北西,11,--,--,快晴,快晴,nagoya
2023/3/15,15,1019.8,1026.7,--,--,--,12.9,20.5,5.7,56,29,2.3,5.4,南南東,8.9,南南東,11.3,--,--,晴,晴,nagoya
2023/3/16,16,1017.4,1024.2,0,0,0,15.7,22.1,8.9,63,38,2,4.6,南西,7.3,西,8.9,--,--,晴後曇,曇時々晴,nagoya
2023/3/17,17,1014.4,1021.2,4.5,3,1,13.7,18.4,9.5,62,35,3.2,5,北,8.1,西北西,2.5,--,--,薄曇,雨一時曇,nagoya
2023/3/18,18,1006.3,1013.2,15.5,3,0.5,9.8,12.1,7.3,85,68,4,7.4,西北西,13.7,北西,0.1,--,--,雨時々曇,晴後一時薄曇,nagoya
2023/3/19,19,1010.8,1017.7,--,--,--,10.9,17.9,5.2,46,18,2.8,4.6,北北西,7.5,北,11.5,--,--,快晴,快晴,nagoya
2023/3/20,20,1012.7,1019.5,--,--,--,12.4,19.8,4.5,52,23,1.9,4.9,南西,7.1,南,9.6,--,--,晴後時々曇,曇,nagoya
2023/3/21,21,1010.3,1017.1,3,2,0.5,13,18.1,9.6,74,49,1.7,4.4,北北西,6.3,北,1.1,--,--,曇後雨,曇後一時晴,nagoya
2023/3/22,22,1009.1,1015.8,--,--,--,17.2,24.9,11.1,75,43,2.4,6.3,南南西,10.4,南,11.2,--,--,晴,曇時々晴,nagoya
2023/3/23,23,1002.8,1009.5,16.5,6.5,2,17,18.7,13.6,91,75,2.6,5.5,南南東,9.5,南南東,0,--,--,雨時々曇,曇一時雨,nagoya
2023/3/24,24,1002.2,1008.8,0,0,0,18.2,24.1,15.1,76,53,3.6,6.9,西北西,10.1,北西,2.5,--,--,曇時々晴,曇後雨,nagoya
2023/3/25,25,1008.4,1015.1,12.5,2.5,1,12.7,15.2,10.9,90,74,2.4,5.4,北北東,8.4,北,0,--,--,雨一時曇,雨,nagoya
2023/3/26,26,1004.6,1011.4,26.5,6,1.5,11.6,13.6,10,95,76,3,6.4,北西,11.1,北西,0,--,--,雨,曇一時雨後晴,nagoya
2023/3/27,27,1009.9,1016.7,--,--,--,12.2,18.6,8.4,56,32,4.4,7.4,北北西,11.3,北北西,9.3,--,--,薄曇,晴時々薄曇,nagoya
2023/3/28,28,1014.6,1021.4,--,--,--,12.6,20.2,7.1,49,16,3.1,6.2,西北西,9.5,西北西,10.6,--,--,晴,晴,nagoya
2023/3/29,29,1014.6,1021.4,--,--,--,13,20.6,7.1,45,15,2.8,5.2,北西,7.6,北西,11.4,--,--,晴,晴一時薄曇,nagoya
2023/3/30,30,1013.3,1020.1,--,--,--,13.7,21,6.8,45,17,2.1,5,南南東,8.3,南南東,11.1,--,--,晴時々薄曇,晴時々曇,nagoya
2023/3/31,31,1011.8,1018.6,--,--,--,14.9,21.4,10,53,22,2.2,5.5,南南西,7.3,南南西,5.9,--,--,薄曇後一時晴,快晴,nagoya
2023/4/1,1,1008.9,1015.5,--,--,--,16.9,25.6,9.6,51,12,2.3,5.7,南,9,南南東,11.5,--,--,晴,晴時々薄曇,nagoya
2023/4/2,2,1009.1,1015.8,5,5,2.5,16.9,22.6,12,62,36,2.6,6.8,南西,11.2,南,10.7,--,--,曇時々晴,曇時々雨,nagoya
2023/4/3,3,1014,1020.8,0,0,0,15.9,21.4,11.7,60,33,3.1,6.4,南南東,10.5,南南東,7.7,--,--,晴一時曇,晴時々曇,nagoya
2023/4/4,4,1017.7,1024.5,--,--,--,16.1,21.8,10.9,62,31,2.4,5.9,南西,9.7,南西,9.5,--,--,晴,曇時々晴,nagoya
2023/4/5,5,1016.6,1023.3,0,0,0,16.6,21.2,13.6,60,39,2.8,5.6,南南東,9.6,南南東,1.3,--,--,曇,雨時々曇,nagoya
2023/4/6,6,1010.7,1017.4,4,1.5,0.5,16.5,18.8,13.8,86,70,4.4,6.9,南南東,13.4,南南東,0,--,--,雨後曇,雨時々曇,nagoya
2023/4/7,7,1003,1009.6,33.5,6.5,1.5,16.5,18.3,12.6,92,77,5.9,8.8,南南東,15.9,南南東,0,--,--,大雨,晴時々曇一時雨,nagoya
2023/4/8,8,1004.5,1011.3,0,0,0,11.5,16.4,6.9,62,32,4.8,10.3,北西,18.1,北西,5.2,--,--,晴時々曇,晴時々曇一時雨,nagoya
2023/4/9,9,1011.6,1018.4,--,--,--,11.9,18.8,5.2,44,22,3.9,8.3,北西,14.4,北西,12.3,--,--,快晴,快晴,nagoya
2023/4/10,10,1013.4,1020.1,--,--,--,14.2,21.8,6.4,54,27,2.3,5.2,南南東,8.8,南,11.4,--,--,晴後一時薄曇,晴一時薄曇,nagoya
2023/4/11,11,1012,1018.7,--,--,--,17.2,24,10.9,66,37,3.2,7.5,南南東,13.8,南南東,9.3,--,--,晴一時薄曇,曇一時晴,nagoya
2023/4/12,12,1007.4,1014.1,0.5,0.5,0.5,16,20.8,11,66,44,3.4,6.3,北西,9.6,北北西,1.4,--,--,曇時々雨一時晴,快晴,nagoya
2023/4/13,13,1012,1018.7,--,--,--,15.1,22.8,8,40,13,2.9,6.2,南南東,10,南,11.6,--,--,晴,快晴,nagoya
